ZIP,UNITS,_ - community_area,_ - community_area_number,_ - property_type,_ - property_name,_ - address,_ - phone_number,_ - management_company,_ - x_coordinate,_ - y_coordinate,_ - latitude,_ - longitude,_ - :@computed_region_awaf_s7ux,_ - :@computed_region_43wa_7qmu,_ - :@computed_region_vrxf_vc4k,_ - :@computed_region_6mkv_f3dw,_ - :@computed_region_bdys_3d7i,_ - location - latitude,_ - location - longitude,_ - location - human_address
60615,21,Grand Boulevard,38,Multifamily,Cornerstone Apts.,4950 S. Langley Ave.,312-577-5555,The Community Builders Inc.,1181729.297,1872129.617,41.80435535,-87.60902296,1,10,4,21192,165,41.8043553511156,-87.6090229601074,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,5,North Lawndale,29,Multifamily,Park Douglas,2639 W. 12th Pl,773-893-4800,Interstate Realty Management Co.,1158801.298,1894249.272,41.86555368,-87.69250717,11,23,30,14920,16,41.86555367636,-87.6925071702978,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,97,Grand Boulevard,38,Senior,Bronzeville Senior Apts.,460 E. 41st St.,773-924-2100,Peoples Co-Op Management Service,1180219.199,1877957.214,41.82038154,-87.61438244,12,9,4,4301,625,41.8203815434508,-87.6143824353862,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,2,Lake View,6,ARO,Broadway Apts.,3120-22 N. Broadway,773-276-4266,The Inverbrass Funds LLC,1171668.171,1920857.17,41.93829399,-87.64448816,38,25,57,4449,682,41.9382939864091,-87.6444881624503,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,40,Austin,25,Multifamily,Rebecca Walker Complex,126 S. Central Ave.,773-261-1550,Affordable Property Management Specialist,1139038.208,1898825.974,41.87849467,-87.76494803,52,7,26,22216,67,41.8784946733449,-87.7649480304947,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,5,Lower West Side,31,Senior,Casa Maravilla,2021 S. Morgan St.,312-666-1323,The Resurrection Project,1170051.208,1890349.587,41.85461476,-87.65132209,8,26,33,14920,250,41.8546147585411,-87.651322092184,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,16,Near West Side,28,ARO,1050 Van Buren,1050 W. Van Buren St.,312-327-1101,Sage West Loop,1169278.088,1898384.787,41.8766808,-87.65392634,48,26,29,14917,91,41.876680801678525,-87.65392634483864,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,2,Logan Square,22,ARO,2400 Cortland,2404-14 W. Cortland St.,312-489-1600,Laramar Group,1159990.635,1912594.267,41.91586948,-87.68763427,24,41,23,22535,180,41.9158694795437,-87.687634267083,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,5,Near West Side,28,ARO,1125 Van Buren LLC,1125 W. Van Buren St.,312-262-6406,Tandem Property Management,1168864.113,1898292.938,41.87643774,-87.65544899,48,26,29,14917,87,41.8764377440362,-87.6554489851593,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,6,Douglas,35,Multifamily,Park Boulevard IIA,3604 S. State St.,773-548-8792,"Urban Property Advisors, LLC",1176845.915,1881076.382,41.82901759,-87.62666295,12,9,1,14924,353,41.8290175865266,-87.6266629487078,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,3,Logan Square,22,Multifamily,Tierra Linda Apts.,1802 N. Sawyer Ave.,773-276-5338,LUCHA,1154261.835,1911817.117,41.91385334,-87.70870236,10,41,23,22535,387,41.9138533401484,-87.7087023585048,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,80,Humboldt Park,23,Multifamily,Madres Unidas (scattered sites),3541 W. North Ave.,773-276-5338,LUCHA,1152271.525,1910359.241,41.90989234,-87.71605298,10,49,24,22535,422,41.9098923381712,-87.7160529794187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60649,84,South Shore,43,Senior,Rainbow's End,7538 S. Kingston Ave.,773-768-5402,"Urban Property Advisors, LLC",1194467.28,1855300.561,41.75787127,-87.56285983,43,37,39,22538,245,41.757871272437,-87.5628598348934,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,25,Washington Park,40,People with Disabilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,773-955-5780,Harriet Tubman NFP,1178188.164,1178188.164,41.78915201,-87.62217908,53,4,7,22260,403,41.7891520073212,-87.6221790761558,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,84,Austin,25,Senior,Senior Suites of Austin,335 N. Menard Ave.,773-378-0333,Senior Lifestyle Corp.,1137686.377,1901819.131,41.88673275,-87.76983958,52,7,26,22216,618,41.8867327472372,-87.7698395846828,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,22,Logan Square,22,ARO,MiCA,2733 W. Belden Ave.,312-702-2519,2293NMA LLC,1157492.643,1915110.094,41.92282434,-87.69674313,24,41,23,22535,294,41.9228243439568,-87.696743126238,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60627,75,Riverdale,54,Senior,Concordia Apts.,13037 S. Daniel Dr.,773-995-5200,"DRE, Inc.",1180294.274,1818758.372,41.65793125,-87.6159174,30,43,51,4460,9,41.6579312533062,-87.6159174009456,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,12,Near North Side,8,Multfamily,Parkside of Old Town IIB,1151 N. Cleveland Ave.,312-944-8500,Holsten Real Estate Dev. Corp.,1172709.408,1907999.787,41.90298972,-87.64104289,41,46,37,14926,148,41.9029897210002,-87.6410428924515,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60605,7,Loop,32,ARO,Imprint Lofts,739 S. Clark St.,312-847-7179,Greystar,1175677.065,1896965.083,41.8868758,-87.62468519,22,36,38,14309,580,41.88687579539163,-87.62468518670747,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,32,North Lawndale,29,Supportive/Youth/Kinship Families,Sankofa House,4041 W. Roosevelt Road,773-257-8800,Interfaith Housing Corp.,1149479.823,1894358.781,41.86604003,-87.72672414,36,14,30,21572,761,41.8660400255621,-87.7267241436599,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,7,Near West Side,28,ARO,Milieu Apts.,205 S. Peoria St.,312-983-7152,White Oak Realty Partners,1170486.026,1899238.856,41.8789981,-87.64946622,48,26,29,14917,91,41.8789981048164,-87.6494662212002,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,42,West Pullman,53,Senior,All Saints Senior Residence,11701 S. State St.,312-655-7440,Catholic Charities Housing Devp.,1178389.496,1827364.136,41.6815901,-87.62262763,30,43,50,21861,229,41.6815900985845,-87.6226276337339,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,69,Uptown,3,Multifamily,850 Eastwood,850 W. Eastwood Ave.,773-275-6877,Mercy Housing,1169619.113,1931130.186,41.96652845,-87.65171856,37,39,31,22616,19,41.9665284532214,-87.6517185639434,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,5,West Town,24,ARO,Homer Townhomes,1623 N. Talman Ave.,773-975-7234,Kass Management,1158490.609,1910798.294,41.91097205,-87.69319452,24,41,25,22535,299,41.9109720465448,-87.6931945157287,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,116,Grand Boulevard,38,Multifamily,Hearts United I-The Langston (scattered sites),722-46 E. Bowen Ave.,773-924-2100,Bonheur Realty Services Corp.,1181829.598,1877677.36,41.81957647,-87.60848349,1,10,4,4301,583,41.8195764741456,-87.6084834879147,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60654,4,Near North Side,8,ARO,The Leo,741 N Wells,872-873-0741,Cagan Management Group,1174637.062,1905465.741,41.89599326,-87.63403819,22,11,37,4446,670,41.8959932601386,-87.6340381880058,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,42,North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,773-638-0386,Dickson Estates Apartments,1156574.009,1894894.51,41.86736961,-87.70066623,11,23,30,21184,35,41.8673696100651,-87.7006662254259,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60641,6,Portage Park,15,ARO,Six Corners Lofts,4714 W Irving Park,312-585-8512,RL Accelerated,1143972.738,1926210.278,41.95354896,-87.74614081,20,50,15,22618,139,41.9535489566804,-87.7461408109366,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,60,Uptown,3,Multifamily,Magnolia Court Apts.,4878 N. Magnolia Ave.,773-878-2186,"Park, Inc.",1167014.087,1932819.273,41.97121983,-87.66124806,37,18,31,22616,633,41.9712198343036,-87.6612480604762,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3118 W. Franklin Blvd.,773-227-6332,Bickerdike Apts.,1155403.532,1903205.531,41.89019948,-87.70473978,41,46,24,21184,177,41.8901994819175,-87.7047397753891,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,6,West Town,24,ARO,1237 N. Milwaukee Ave.Owner LLC,1241 N. Milwaukee Ave.,312-883-7331,CIM Group,1165423.812,1908434.931,41.904342,-87.66779176,24,41,25,21560,482,41.9043420043763,-87.6677917610079,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,8,Grand Boulevard,38,Multifamily,Cornerstone Apts.,611 E. 50th St.,312-577-5555,The Community Builders Inc.,1181237.493,1871959.196,41.80389906,-87.6108319,1,10,4,21192,165,41.8038990622584,-87.6108319018369,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,534,Oakland,36,Multifamily,"Oakwood Shrs 1A, 1B, 2A, 2B1 (scattered sites)",3859 S. Vincennes Ave.,773-373-1300,The Community Builders Inc.,1180730.096,1879250.693,41.8239192,-87.61246844,1,10,2,4301,582,41.8239192006736,-87.6124684434156,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,12,Lower West Side,31,Multifamily,Casa San Luis,1646-50 S. Throop St.,312-666-1323,The Resurrection Project,1167939.641,1891689.48,41.8583373,-87.65903377,8,26,33,14920,365,41.8583373045384,-87.6590337725469,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,33,Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,312-283-0030,Preservation Housing Management LLC,1182661.471,1864419.23,41.78317579,-87.60584352,53,4,9,22260,470,41.783175785112,-87.6058435155323,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,36,Hyde Park,41,Multifamily,Hyde Park Apts.,5330 S. Harper Ave.,773-955-2610,"DRE, Inc.",1187148.234,1870068.251,41.79857178,-87.58921454,1,33,8,21192,500,41.7985717840676,-87.5892145402274,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,53,Washington Park,40,Senior HUD 202,St. Edmund's Corners,5556 S. Michigan Ave.,773-667-7583,St. Edmund's Redevelopment Corp.,1178070.443,1867951.677,41.79297452,-87.62256852,53,4,7,22260,403,41.7929745218958,-87.6225685185263,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,2,Hyde Park,41,ARO,5228 S Blackstone,1424-28 E. 53rd St.,773-221-6998,5228 S Blacstone LLC,1186745.04,1870451.785,41.7996338,-87.59068096,1,10,8,21192,500,41.7996337978199,-87.5906809634112,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60636,89,West Englewood,67,Senior,Wheeler House,1450 W. 69th St.,773-494-2444,S W Management,1167632.786,1859022.548,41.76870231,-87.66109812,17,31,65,22257,284,41.768702314065365,-87.66109812190477,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,32,Near North Side,8,ARO,868northwells,868 N. Wells St.,312-896-4868,Willow Bridge,1174524.397,1906411.103,41.8985899,-87.63442369,41,46,37,14926,652,41.89858990433527,-87.634423692947,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,53,Grand Boulevard,38,Multifamily,Hearts United III-The Leontyne (scattered sites),4340-2 S. Champlain St.,773-924-2100,Bonheur Realty Services Corp.,1181273.656,1876588.698,41.81660195,-87.61055648,1,10,4,4301,161,41.8166019546134,-87.6105564793175,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,31,North Lawndale,29,Multifamily,Park Douglas,1224 S. Washtenaw Ave.,773-893-4800,Interstate Realty Management Co.,1158521.517,1894293.849,41.86568173,-87.69353304,11,23,30,14920,16,41.8656817278004,-87.6935330427604,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,1,Logan Square,22,ARO,The Western,1920 N. Milwaukee Ave.,312-883-7331,Golub Realty Services,1160209.209,1912752.486,41.91629912,-87.68682686,24,40,23,22535,373,41.9162991247465,-87.6868268599609,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,110,New City,61,Senior,West Haven Homes,850 W. Garfield Blvd.,773-536-3057,"Universal Management Service, Inc.",1171337.269,1868414.146,41.7943937,-87.64724467,53,4,59,14924,768,41.7943936951386,-87.6472446716785,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60641,70,Belmont Cragin,19,Senior,Cicero & George Elderly Apts.,4800 W. George St.,312-291-5420,Hispanic Housing Dev. Corp.,1143845.624,1918889.671,41.93346293,-87.74679225,7,17,19,22618,355,41.9334629305796,-87.7467922468114,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,4,North Lawndale,29,Multifamily,Park Douglas,1313-15 S. Fairfiled Ave.,773-893-4800,Interstate Realty Management Co.,1158281.777,1893762.463,41.86422845,-87.69442766,11,23,30,14920,16,41.8642284473937,-87.6944276610452,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,72,Humboldt Park,23,Senior,North & Pulaski Senior Housing,3939-59 W. North Ave.,773-687-0234,Hispanic Housing Dev. Corp.,1149678.042,1910302.339,41.90978701,-87.72558192,27,49,24,22535,454,41.9097870142627,-87.7255819184016,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60629,86,Chicago Lawn,66,Senior,Churchview Supportive Assisted Living,2626 W. 63rd St.,773-471-4444,Greater Southwest Dev. Corp.,1159807.028,1862817.69,41.77928099,-87.68967949,44,2,64,21867,111,41.779280990198,-87.689679486435,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,3,Logan Square,22,Multifamily,Tierra Linda Apts.,1808-10 N. Kedzie Ave.,773-276-5338,LUCHA,1154721.064,1911891.217,41.91404749,-87.70701324,10,41,23,22535,387,41.9140474872389,-87.7070132389676,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60642,112,Near North Side,8,Multifamily,North Town Village I & II,1311 N. Halsted St.,312-944-9488,Holsten Real Estate Dev. Corp.,1170813.062,1908876.862,41.90543825,-87.64798274,41,46,37,22620,108,41.9054382467375,-87.6479827434046,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,54,Logan Square,22,Multifamily,Lorington Apts.,3126 W.Palmer Blvd.,773-235-1004,Realty & Mortgage Co.,1154841.949,1914634.492,41.92157284,-87.70649546,15,40,23,22535,371,41.92157283868392,-87.706495460099,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,15,Lincoln Square,4,ARO,Ravenswood Terrace,1801-15 W. Argyle St.,833-362-0337,TLC Management Co. (chicagorentals.com),1163292.382,1933204.703,41.97235677,-87.67492225,13,18,6,22616,106,41.9723567700552,-87.6749222533142,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60651,4,Humboldt Park,23,ARO,3639wiowast,3639 W Iowa St.,360-999-2480,Nikola Kosoric,1151819.504,1905716.1857680932,41.89716026,-87.71783591,,,,,,,,
60609,12,Douglas,35,Multifamily,Park Boulevard IIB,10 W. 37th St.,773-548-8792,"Urban Property Advisors, LLC",1176772.49,1880503.014,41.82744587,-87.62694964,12,9,1,14924,353,41.8274458746058,-87.6269496359167,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60626,54,Rogers Park,1,Multifamily,Clark Estes Apts.,1763 W. Estes Ave.,773-293-7443,"Ross Financial Services, Inc.",1163231.887,1947395.327,42.01129755,-87.6747434,3,5,10,21853,49,42.011297553855016,-87.67474340393993,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,5,Lake View,6,ARO,Panorama,3300 N. Clark St.,773-269-6405,33 Management LLC,1169533.106,1922098.583,41.94174729,-87.65229869,38,25,57,4449,731,41.9417472878147,-87.6522986894853,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,4,Lower West Side,31,Multifamily,Casa Monterrey,967 W. 19th St.,312-666-1323,The Resurrection Project,1170202.356,1891062.313,41.85656724,-87.65074652,8,26,33,14920,250,41.8565672424017,-87.6507465232068,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,54,Douglas,35,Multifamily,Park Boulevard IB,3506 S. State St.,773-548-8792,"Urban Property Advisors, LLC",1176805.951,1881719.108,41.83078218,-87.62679018,12,9,1,14924,353,41.8307821805741,-87.6267901762196,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,45,Lower West Side,31,Multifamily,Casa Tabasco,2014 S. Racine Ave.,312-850-1935,The Resurrection Project,1168646.297,1890365.991,41.85469028,-87.65647821,8,26,33,14920,365,41.8546902787307,-87.6564782084317,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60617,112,South Chicago,46,Senior Supportive Living,Victory Center of South Chicago,3251 E. 92nd St.,773-449-2600,Pathway Senior Living,1199523.085,1844538.456,41.72821355,-87.54469279,47,47,42,21202,510,41.7282135463978,-87.5446927938825,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,12,Uptown,3,Multifamily,Hazel Winthrop Apts.,852-54 W. Sunnyside Ave./4509 N. Hazel St.,773-334-5003,Preservation Housing Management LLC,1169543.909,1930117.784,41.96375203,-87.65202468,37,39,31,22616,20,41.96375203399769,-87.65202467695009,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60616,151,Near South Side,33,Senior,Hilliard Homes Phase I,30 W. Cermak Road,312-326-1455,Holsten Real Estate Dev. Corp.,1176346.441,1889816.861,41.85301339,-87.62823221,12,9,34,21194,330,41.8530133902049,-87.6282322110359,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,42,East Garfield Park,27,Multifamily,Homan Square Apartments Phase V,3607 W. Polk St.,773-722-7320,Realty & Mortgage Co.,1152413.693,1896087.181,41.87072555,-87.71590797,36,14,28,21572,704,41.8707255522781,-87.7159079717015,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,100,Logan Square,22,Multifamily,Lucy Gonzalez Parsons Apts.,2614 N. Emmett St.,773-227-6332,Bickerdike Apts.,1154423.212,1917862.748,41.93043982,-87.70794751,15,12,23,22535,72,41.93043982134092,-87.7079475066222,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60642,2,West Town,24,ARO,1447 N. Superior Holding,1447 W. Superior St.,312.600.4501,Honore Properties,1166436.78,1905072.949,41.89509487,-87.6641672,41,46,25,22620,485,41.8950948696761,-87.664167197744,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,22,Near West Side,28,ARO,One Six Six,166 N. Aberdeen St.,773-673-7724,One Six Six Chicago,1169068.963,1901424.241,41.88502582,-87.65460592,41,46,29,14917,63,41.88502582436289,-87.65460592239103,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,120,Douglas,35,Senior,Pioneer Gardens Supportive Living,3800 S. King Dr.,773-420-4100,Pioneer Gardens Senior Housing,1179441.358,1879836.399,41.825556,-87.61717842,12,9,1,4301,222,41.8255559976103,-87.6171784180992,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,6,Oakland,36,Multifamily,Lakefront Phase II,1113 E. Bowen Ave.,773-548-8795,"Urban Property Advisors, LLC",1184313.13,1877335.236,41.81857981,-87.59938372,1,10,2,4301,220,41.818579809058,-87.5993837218511,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,65,Woodlawn,42,Senior,The Burnham at Woodlawn Park,6134 S. Cottage Grove Ave.,773-955-8668,Preservation Housing Management LLC,1182583.342,1864354.944,41.78300119,-87.60613195,53,4,9,22260,471,41.7830011908191,-87.6061319506967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60626,54,Rogers Park,1,Inter-generational,Nathalie Salmon House,7320 N. Sheridan Road,773-921-3200,H.O.M.E.,1166011.629,1948540.312,42.01438027,-87.66448269,3,5,10,21853,357,42.01438027189406,-87.6644826893636,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,230,Washington Park,40,Multifamily,Michigan Plaza (St. Edmund's Plaza),5701 S. Michigan Ave.,773-548-8924,Michigan Plaza LP,1178170.371,1867225.804,41.79098039,-87.62222411,53,4,7,22260,403,41.7909803898446,-87.6222241137332,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,69,Humboldt Park,23,Senior,LUCHA Affordable Units,3541 W. North Ave.,312-276-5338,LUCHA,1152271.525,1910359.241,41.90989234,-87.71605298,10,49,24,22535,422,41.9098923381712,-87.7160529794187,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60645,14,West Ridge,2,Senior,Northtown Apts.,6800 N. Western Ave.,773-765-3090,Evergreen Real Estate Services LLC,1159043.161,1945096.219,42.00507612,-87.69021903,42,27,20,22528,42,42.0050761227234,-87.6902190302217,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,26,Near West Side,28,ARO,The Mason,180 N. Ada St.,312-809-0240,Marquette Management Inc.,1167351.641,1901500.005,41.88527083,-87.66091,41,46,29,14917,63,41.8852708263977,-87.6609099980396,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,14,Washington Park,40,Multifamily,St. Edmund's Oasis,6143-51 S. Indiana Ave.,773-493-2411,St. Edmund's Redevelopment Corp.,1178697.322,1864156.91,41.78254707,-87.62038523,53,4,7,22260,404,41.7825470680121,-87.6203852293449,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60649,18,South Shore,43,Multifamily,Highlands Tudor Manor,7018 S. Cregier Ave.,773-667-1940,Related Management Co. LP,1189376.954,1858721.452,41.76738208,-87.58140538,32,33,39,22538,381,41.7673820795833,-87.58140538023,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,16,West Town,24,ARO,Trailhead Apartments,1744 N Western Ave,872-315-3385,Cagan Management Group,1160047.497,1911706.0749469367,41.91343104,-87.68744994,24,41,25,22535,287,41.91343103973318,-87.68744993535813,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,52,Near North Side,8,Multifamily,Clybourn 1200,1200 N. Clybourn Ave.,312-477-7442,Interstate Realty Management Co.,1173039.746,1908293.946,41.90378958,-87.63982077,41,46,37,14926,309,41.9037895846684,-87.639820773757,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,56,Washington Park,40,Multifamily,Prairie Park Apts.,5610 S. Calumet Ave.,773-268-1960,"Leasing and Management Co., Inc.",1179402.842,1867825.622,41.79259828,-87.61768665,53,4,7,22260,402,41.79259828346719,-87.61768665157615,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,11,Lake View,6,ARO,Optima Lakeview,3460 N. Broadway,773-828-1700,Optima Real Estate,1171266.718,1923235.211,41.94482827,-87.64589349,38,25,57,4449,730,41.94482826560603,-87.64589348837235,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,35,Uptown,3,ARO,The Draper,5050 N. Broadway,871-259-7157,The FLATS,1167357.302,1933882.339,41.97412953,-87.6599553,37,18,31,22616,633,41.9741295261027,-87.6599553011627,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,137,Uptown,3,Multifamily,Leland Apts.,1207 W. Leland Ave.,312-660-1374,Heartland Houisng Inc.,1167373.041,1931314.7,41.9670835,-87.65997164,37,39,31,22616,611,41.96708350165128,-87.6599716369116,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,15,Humboldt Park,23,Multifamily,Harold Washington Unity Coop,619-27 N. Kedzie Ave.,773-227-6332,Bickerdike Apts.,1154967.75,1904040.977,41.89250077,-87.70631776,41,46,24,21184,177,41.89250077360275,-87.70631775512356,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60616,10,Near South Side,33,ARO,Aspire,2111 S Wabash,312-270-1160,Fernwood Property Management,1177122.368,1890143.367,41.85389182,-87.62537446,48,9,34,21194,374,41.8538918245058,-87.6253744575475,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,2,Lake View,6,ARO,621 W Belmont LLC,621 W. Belmont St.,312-725-2276,Kass Management,1171456.757,1921446.689,41.93991631,-87.64524776,38,25,57,4449,682,41.9399163094736,-87.6452477578847,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60639,98,Belmont Cragin,19,Senior,Diversey Manor,5525 W. Diversey Ave.,312-456-1840,"Resident Management Services, Inc.",1138952.214,1918027.352,41.93118709,-87.76479651,27,21,19,22615,79,41.93118709471326,-87.76479650741335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,101,New City,61,Senior,New City Supportive Living,4707 S. Marshfield Ave.,773-376-1223,BMA Management Ltd.,1166174.275,1873464.518,41.80836402,-87.66603343,53,4,59,14924,740,41.8083640191309,-87.6660334349939,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,28,Near West Side,28,ARO,The Dylan,160 N. Morgan St.,872.328.0028,Sterling Bay,1169706.814,1901381.768,41.88489541,-87.65226488,41,46,29,14917,63,41.884895408116236,-87.65226488412628,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,32,South Shore,43,Artists & Families,Dorchester Art + Housing Collaborative,1450 E. 70th St.,773-324-2270,Leasing & Management Co. Inc.,1187273.42,1858913.338,41.76795883,-87.58910953,32,33,39,22260,416,41.767958834450795,-87.58910952643669,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60638,56,Garfield Ridge,56,Senior,Cicero Senior Lofts,4835 S. Cicero Ave.,773-424-6986,MVAH Partners,1145216.815,1871992.721,41.80474599,-87.74293848,35,8,53,22248,606,41.8047459933631,-87.7429384797351,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60611,3,Near North Side,8,ARO,Axis Apartments and Lofts,441 E Erie,773-649-0149,Group Fox,1179498.669,1904838.206,41.89416116,-87.61620201,22,36,37,21182,158,41.8941611550803,-87.6162020126837,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,100,Logan Square,22,Multifamily,Zapata Apts.,3230 W. Armitage Ave,773-227-6332,Bickerdike Apartments,1154370.985,1913144.88,41.91749465,-87.70826581,15,49,23,22535,321,41.9174946519018,-87.7082658078456,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60619,90,Chatham,44,Senior,Senior Suites of Chatham,8300 S. Cottage Grove Ave.,773-488-1333,Senior Lifestyle Corp.,1182964.716,1850099.444,41.74387382,-87.60517616,31,32,40,21546,140,41.7438738210116,-87.6051761605565,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60636,52,West Englewood,67,Multifamily,Clara's Village,2115 W. 63rd St,773-434-4929,Interfaith Housing Corp.,1163257.203,1862800.707,41.77916282,-87.6770312,44,2,65,22257,282,41.7791628235362,-87.67703119707,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
